episode,reward,vehicle_location,waypoint,duration,timesteps,collisions,lane_invasions,avg_speed,total_distance,max_speed
47,-23.75867258419284,"Location(x=-111.170494, y=-18.991781, z=0.001279)","Location(x=-110.259079, y=-19.019951, z=0.000000)",130.31488132476807,3948,1,7,1.0771842142485473,39.51169457420474,9.282702255249024
48,-24.26438539149636,"Location(x=-111.231346, y=-25.490519, z=0.001291)","Location(x=-110.211014, y=-25.518036, z=0.000000)",104.06212949752808,3144,1,1,1.1269038586806153,32.86077153892256,9.347395420074463
49,-24.08838142177314,"Location(x=-113.193710, y=-61.877129, z=0.001303)","Location(x=-112.358612, y=-61.958473, z=0.000000)",25.035856246948242,758,1,1,1.041672911040646,7.2948492642026395,9.015615177154542
50,-23.558322753024488,"Location(x=-113.220642, y=-62.415657, z=0.001279)","Location(x=-112.397461, y=-62.422913, z=0.000000)",22.771137714385986,689,1,1,1.051918641794294,6.753292178211268,9.333798122406007
51,-23.064545186299902,"Location(x=-113.148468, y=-61.442009, z=0.001061)","Location(x=-112.318420, y=-61.510532, z=0.000000)",25.105555534362793,760,1,1,1.0932011181885097,7.716067769913934,9.273317527770997
52,-24.013720369660568,"Location(x=-111.282127, y=-24.186029, z=0.001189)","Location(x=-110.220665, y=-24.213305, z=0.000000)",110.29223895072937,3332,1,2,1.1050129086892442,34.07268086163094,9.294157218933107
53,-23.74696405117413,"Location(x=-113.229927, y=-62.703815, z=0.001135)","Location(x=-112.420837, y=-62.712238, z=0.000000)",21.300928592681885,644,1,1,1.0849418652912208,6.466362044913694,9.205079555511475
54,-24.035684637389934,"Location(x=-113.210114, y=-62.404373, z=0.001320)","Location(x=-112.396469, y=-62.410778, z=0.000000)",23.791340827941895,720,1,1,1.0077555494413266,6.7611448263633065,9.341275691986084
55,-23.931003086957325,"Location(x=-113.245712, y=-63.064022, z=0.001247)","Location(x=-112.449699, y=-63.073475, z=0.000000)",21.28403353691101,644,1,1,1.0229075130245464,6.111853606329532,9.324012565612794
56,-23.893850565337427,"Location(x=-113.233154, y=-62.630833, z=0.001152)","Location(x=-112.414993, y=-62.639584, z=0.000000)",23.44762420654297,709,1,1,0.988063198122533,6.542625047732145,9.285821342468262
57,-23.998533066274224,"Location(x=-111.289452, y=-40.316174, z=0.001260)","Location(x=-110.173508, y=-40.381336, z=0.000000)",55.032206773757935,1656,1,2,1.1717833412050462,17.876176526711788,9.333273696899415
58,-24.03701697932906,"Location(x=-111.410362, y=-43.145866, z=0.001236)","Location(x=-110.281944, y=-43.264301, z=0.000000)",47.91672325134277,1450,1,2,1.1162803889563242,15.027637648861855,9.238153553009033
59,-23.750722588883356,"Location(x=-113.222412, y=-62.612473, z=0.001379)","Location(x=-112.413445, y=-62.620430, z=0.000000)",23.133806467056274,700,1,1,1.0051150745538195,6.55918860778911,9.288961029052734
60,-23.957867441906497,"Location(x=-113.209320, y=-62.425705, z=0.001333)","Location(x=-112.398209, y=-62.432167, z=0.000000)",22.897802114486694,693,1,1,1.057535937763607,6.735162761237007,9.201387119293214
61,-24.19128921966196,"Location(x=-111.387032, y=-43.302597, z=0.001345)","Location(x=-110.289627, y=-43.416882, z=0.000000)",53.16267943382263,1605,1,2,0.9964935082430714,14.870480328856502,9.337531757354737
62,-23.854440535013353,"Location(x=-113.215836, y=-62.496563, z=0.001243)","Location(x=-112.404030, y=-62.503822, z=0.000000)",21.406439542770386,647,1,1,1.1081538734581622,6.668942735763267,9.302824401855469
